0,0,0.1041150689125061
0,1,0.11673703044652939
0,2,0.12005342543125153
0,3,0.10941150039434433
0,4,0.11673703044652939
0,5,0.12336985021829605
0,6,0.11673703044652939
0,7,0.11540064960718155
0,8,0.10079866647720337
0,9,0.10743148624897003
0,10,0.10079866647720337
0,11,0.10743147134780884
0,12,0.12203345447778702
0,13,0.11074788868427277
0,14,0.1247062236070633
0,15,0.11673703044652939
0,16,0.10079866647720337
0,17,0.09480951726436615
0,18,0.09614589065313339
0,19,0.08817671239376068
0,20,0.09614589065313339
0,21,0.1060950979590416
0,22,0.1041150838136673
0,23,0.12138980627059937
